#OTU_IDs	trait1	metadata_NSTI
g__56433	28.0	0.03565
Phascolarctobacterium_succinatutens-_-AB490811--_YIT_12067_T	37.0	0.0
g__1472762	34.0	0.039670000000000004
g__1472763	37.0	0.0002
Leclercia_pneumoniae-_-OK161083--_49125_T	33.0	0.020430000000000004
Campylobacter_sputorum_subsp._bubulus-_-DQ174151--_NCTC_11367_T	37.0	0.10986
g__2035353	47.0	0.20314
Xenorhabdus_japonica-_-DQ202310--_DSM16522T_T	35.0	0.08516000000000001
Salinarchaeum_laminariae-_-HM159601--_R26_T	35.0	0.16567
Lactiplantibacillus_plantarum_subsp._plantarum-_-ACGZ02000033--_ATCC_14917_T	30.0	0.13521
Pedobacter_metabolipauper-_-AM491370--_WB2.3-71_T	27.0	0.07337
Elizabethkingia_occulta-_-MH789418--_G4070_T	32.0	0.02693
Ferruginibacter_alkalilentus-_-FJ177530--_HU1-GD23_T	25.0	0.19908
g__2986345	28.0	0.24252999999999997
g__2986344	28.0	0.24256
Gemmata_massiliana-_-JX088244--_IIL30_/type_materialtype_strain_of_Gemmata_massilianaT	29.0	0.10192999999999999
g__367298	28.0	0.03338
Hydrocarboniphaga_daqingensis-_-EU313812--_B2-9_T	29.0	0.04779
Actinocorallia_libanotica-_-AB364592--_NBRC_14095_T	29.0	0.08277000000000001
Flavobacterium_urocaniciphilum-_-AB795015--_YIT_12746_T	21.0	0.08223
g__28905	34.0	0.18745
Micromonospora_fulva-_-FJ772077--_UDF-1_T	28.0	0.09175
g__83400	26.0	0.12018000000000001
g__1354809	48.0	0.10069
Geobacter_sulfurreducens_subsp._ethanolicus-_-AB762695--_OSK2A_T	30.0	0.0076500000000000005
Kocuria_uropygioeca-_-MF510149--_36_T	35.0	0.05381
Haliea_atlantica-_-KM117233--_SM1351_T	28.0	0.05878
Mesorhizobium_australicum-_-AY601516--_WSM2073_T	26.0	0.03929
Marispirillum_indicum-_-EU642410--_B142_T	26.0	0.10518
Microbacterium_soli-_-EF593038--_DCY17_T	34.0	0.07415000000000001
Kushneria_indalinina-_-AJ427627--_CG2.1_T	31.0	0.14843
Larsenimonas_salina-_-HF678441--_M1-18_T	31.0	0.08226
Tabrizicola_algicola-_-KY363643--_ETT8_T	25.0	0.08308
Rhizobium_leguminosarum-_-JQ085246--_USDA_2370_T	28.0	0.01831
Arthrobacter_ipis-_-JAAOXD000000000--_IA7T	29.0	0.06925
Cerasibacillus_terrae-_-MK335900--_CC-CFT480_T	30.0	0.15728999999999999
Rheinheimera_baltica-_-AUDG01000123--_DSM_14885_T	25.0	0.0
Izhakiella_capsodis-_-KF436763--_N6PO6_T	29.0	0.09803999999999999
Flavobacterium_arcticum-_-KU529277--_SM1502_T	16.0	0.09109
Succinatimonas_hippei-_-AB601002--_JCM_16073_T	37.0	0.0
Cobetia_crustatorum-_-EU909460--_JO1_T	31.0	0.0912
Nocardioides_vastitatis-_-MK787305--_21Sc5-5_T	29.0	0.07248
g__1021	29.0	0.19248
Anaerohalosphaera_lusitana-_-KY471010--_ST-NAGAB-D1_T	28.0	0.29093
Vibrio_aestivus-_-HE613734--_M22_T	26.0	0.07583000000000001
g__110932	27.0	0.05917000000000001
Pasteurella_multocida_subsp._septica-_-AF294411--_CCUG_17977_T	37.0	0.057030000000000004
g__110934	22.0	0.08173
Porphyromonas_endodontalis-_-AY253728--_ATCC_35406_T	37.0	0.0
Melghirimyces_algeriensis-_-HQ383683--_NariEX_T	40.0	0.21897
Shewanella_acanthi-_-MW074301--_FJAT-51860_/type_materialtype_strain_of_Shewanella_acanthiT	34.0	0.00852
Planktotalea_frisia-_-FJ882052--_SH6-1_T	12.0	0.0979
Pseudidiomarina_tainanensis-_-EU423907--_PIN1_T	11.0	0.07782
Maribacter_ulvicola-_-AY271626--_KMM_3951_T	29.0	0.16685
Glutamicibacter_mysorens-_-AJ617482--_DSM_12798_T	28.0	0.014849999999999999
Anaerocella_delicata-_-AB298736--_WN081_T	34.0	0.194
g__2676755	28.0	0.050730000000000004
Domibacillus_antri-_-KT719299--_XD80_T	34.0	0.12562
Cohnella_rhizosphaerae-_-KF840792--_CSE-5610_T	37.0	0.09713
Ornithinimicrobium_ciconiae-_-MK253308--_H23M54_T	22.0	0.06757
Mesorhizobium_neociceri-_-HF931050--_CCANP35T	26.0	0.0529
Terrabacter_aerolatus-_-EF212039--_5516J-36_T	28.0	0.07375
Variovorax_dokdonensis-_-DQ178978--_DS-43_T	29.0	0.026609999999999998
Geobacillus_thermodenitrificans_subsp._calidus-_-EU477773--_F84b_T	63.0	0.03726
Micromonospora_equina-_-JF912511--_Y22_T	28.0	0.08485000000000001
Garicola_koreensis-_-JX152781--_SJ5-4_T	33.0	0.07367
Deinococcus_radiomollis-_-EF635404--_PO-04-20-132_T	30.0	0.15652
Aurantiacibacter_gangjinensis-_-EU428782--_K7-2_T	28.0	0.07494
Ureibacillus_massiliensis-_-AY677116--_4400831_T	31.0	0.043539999999999995
Lentisphaera_marina-_-JN175275--_IMCC11369_T	29.0	0.48724
Desemzia_incerta-_-Y17300--_DSM_20581_T	33.0	0.07125
Roseovarius_ramblicola-_-MF527111--_D15_T	29.0	0.08588
Alkalitalea_saponilacus-_-HQ191474--_SC/BZ-SP2_T	25.0	0.07274
Ameyamaea_chiangmaiensis-_-AB303366--_BCC_15744_T	30.0	0.04499
g__164450	87.0	0.011729999999999997
Bacillus_proteolyticus-_-KJ812418--_MCCC_1A00365_T	25.0	0.008089999999999998
Anaerococcus_rubeinfantis-_-LN881592--_mt16_T	37.0	0.0288
g__2893060	34.0	0.13317
Occultella_gossypii-_-MW442969--_N2-46_T	33.0	0.11664
Kitasatospora_niigatensis-_-AB022876--_SK-3406_T	28.0	0.13231
Thermus_altitudinis-_-OM149375--_SYSUG00630_T	72.0	0.04697
Lentilactobacillus_farraginis-_-AB262731--_NRIC_0676_T	27.0	0.04171
Arsukibacterium_tuosuense-_-KC762310--_TS-T4_T	31.0	0.08759
g__200903	31.0	0.04024000000000001
Agromyces_subbeticus-_-ATXG01000026--_DSM_16689_T	28.0	0.0
Rheinheimera_coerulea-_-LT627667--_TAPG2_T	31.0	0.08048
Aquimixticola_soesokkakensis-_-KJ794108--_DSSK2-3_T	27.0	0.1066
Reyranella_terrae-_-KP185143--_11G32_T	31.0	0.03611
Novipirellula_artificiosorum-_-MK554551--_Poly41_T	27.0	0.13014
Thermus_filiformis-_-FR749951--_DSM_4687_T	45.0	0.0
Nocardioides_marinquilinus-_-JX164255--_CL-GY44_T	28.0	0.15362
Phyllobacterium_myrsinacearum-_-AB681132--_NBRC_100019_T	30.0	0.06706999999999999
g__1049006	47.0	0.20304
Sphingomonas_molluscorum-_-AB248285--_An_18_-=_KMM_3882-_T	30.0	0.08744
Thermobacillus_xylanilyticus-_-AJ005795--_XE_T	46.0	0.02052
